ID,Fleet,Status,Gross_Amount,Trip_Adjusted,Promo_Code,Discount_Applied,Existing_Passenger
337996,Discount Cab,Meter Off,0,No,HOLIDAY,18,No
337995,RideShare,Unable To Match,0,No,,,
337994,RideShare,Cancelled,10,No,,,
337993,Discount Cab,Cancelled,0,No,,,
337992,Discount Cab,Cancelled,0,No,,,
337991,Discount Cab,Meter Off,60,No,,0,Yes
337990,Discount Cab,Meter Off,22,No,DC10,10,No
337989,Discount Cab,Unable To Auth,0,No,,,
337988,Discount Cab,Meter Off,78,No,,0,Yes
337987,Discount Cab,Unable To Auth,0,No,,,
337986,Discount Cab,Meter Off,12,No,,0,Yes
337985,Discount Cab,Meter Off,9,No,,0,Yes
337984,RideShare,Meter Off,10,No,,0,Yes
337983,Discount Cab,Meter Off,4,No,DC10,10,Yes
337982,Discount Cab,Meter Off,15,No,OPEN,10,Yes
337981,RideShare,Cancelled,10,No,,,
337980,Cab,Meter Off,0,No,YELPDALLAS,11,Yes
337979,Discount Cab,Meter Off,20,No,,0,Yes
337978,RideShare,Cancelled,10,No,,,
337977,RideShare,Meter Off,18,No,,0,Yes
337976,Discount Cab,Cancelled,0,No,,,
337975,Discount Cab,Meter Off,6,No,FB10,10,Yes
337974,RideShare,Meter Off,27,No,,0,Yes
337973,RideShare,Meter Off,10,No,,0,Yes
337972,Discount Cab,Meter Off,38,No,DC10,10,No
337971,Discount Cab,Meter Off,14,No,,0,Yes
337970,Discount Cab,Cancelled,0,No,,,
337969,Discount Cab,Unable To Match,0,No,,,
337968,Discount Cab,Meter Off,15,No,,0,Yes
337967,RideShare,Cancelled,0,No,,,
337966,Discount Cab,Unable To Auth,0,No,,,
337965,RideShare,Meter Off,14,No,,0,Yes
337964,RideShare,Meter Off,0,No,DC10,6,No
337963,Discount Cab,Meter Off,11,No,1207082,10,Yes
337962,Discount Cab,Meter Off,21,No,DC10,10,No
337961,Discount Cab,Meter Off,11,No,DC10,10,No
337960,Discount Cab,Cancelled,10,No,,,
337959,Black,Meter Off,0,No,FREEBWIN1,84,Yes
337958,Discount Cab,Meter Off,14,No,,0,Yes
337957,Discount Cab,Meter Off,13,No,,0,Yes
337956,RideShare,Cancelled,0,No,,,
337955,Discount Cab,Unable To Auth,0,No,,,
337954,Discount Cab,Unable To Auth,0,No,,,
337953,Discount Cab,Unable To Auth,0,No,,,
337952,RideShare,Meter Off,2,No,1109100,10,Yes
337951,RideShare,Meter Off,17,No,,0,Yes
337950,Discount Cab,Unable To Auth,0,No,,,
337949,RideShare,Meter Off,9,Yes,,0,Yes
337948,Discount Cab,Unable To Auth,0,No,,,
337947,RideShare,Unable To Auth,0,No,,,
337946,RideShare,Unable To Auth,0,No,,,
337945,Discount Cab,Meter Off,4,No,DC10,10,No
337944,Discount Cab,Meter Off,12,No,20430,10,Yes
337943,Discount Cab,Meter Off,19,No,1412072,10,No
337942,RideShare,Unable To Match,0,No,,,
337941,Cab,Meter Off,0,No,2pbemployee,17,Yes
337940,RideShare,Meter Off,19,No,,0,Yes
337939,RideShare,Unable To Auth,0,No,,,
337938,Discount Cab,Meter Off,3,No,DC10,10,Yes
337937,Discount Cab,Unable To Match,0,No,,,
337936,Discount Cab,Meter Off,25,No,,0,Yes
337933,Discount Cab,Meter Off,28,No,,0,Yes
337932,Discount Cab,Meter Off,7,Yes,OPEN,9,Yes
337931,RideShare,Unable To Match,0,No,,,
337930,RideShare,Meter Off,9,No,,0,Yes
337927,Discount Cab,Meter Off,28,No,OPEN,10,Yes
337926,Discount Cab,Meter Off,21,No,,0,Yes
337925,Discount Cab,Unable To Auth,0,No,,,
337924,Discount Cab,Cancelled,0,No,,,
337923,RideShare,Meter Off,23,Yes,,0,Yes
337922,Discount Cab,Meter Off,16,No,,0,Yes
337921,Discount Cab,Unable To Match,0,No,,,
337920,Discount Cab,Meter Off,12,No,,0,Yes
337919,Black,Meter Off,0,No,2pbemployee,17,Yes
337918,Discount Cab,Cancelled,0,No,,,
337917,RideShare,Cancelled,10,No,,,
337916,Black,Meter Off,0,No,FREEBWIN1,42,Yes
337915,Black,Cancelled,0,No,,,
337914,RideShare,Meter Off,19,No,,0,Yes
337913,Discount Cab,Meter Off,36,No,,0,Yes
337912,Discount Cab,Meter Off,22,No,,0,Yes
337911,Discount Cab,Meter Off,23,No,,0,Yes
337910,Discount Cab,Meter Off,10,No,,0,Yes
337909,Discount Cab,Meter Off,4,No,DC10,10,No
337908,Discount Cab,Meter Off,25,No,,0,Yes
337907,Discount Cab,Meter Off,38,No,,0,Yes
337906,Discount Cab,Meter Off,3,No,DC10,10,No
337905,Discount Cab,Meter Off,14,No,,0,Yes
337904,Discount Cab,Cancelled,10,No,,,
337903,Discount Cab,Meter Off,9,No,,0,Yes
337902,Discount Cab,Meter Off,19,No,,0,Yes
337901,RideShare,Meter Off,10,No,,0,Yes
337900,RideShare,Meter Off,26,Yes,,0,Yes
337899,Discount Cab,Meter Off,9,No,,0,Yes
337898,Discount Cab,Meter Off,7,No,NEWYEARS,10,Yes
337897,RideShare,Cancelled,0,No,,,
337896,Discount Cab,Cancelled,0,No,,,
337895,Discount Cab,Cancelled,0,No,,,
337894,RideShare,Cancelled,0,No,,,
337893,Discount Cab,Unable To Auth,0,No,,,
337892,RideShare,Cancelled,0,No,,,
337891,Discount Cab,Meter Off,46,No,,0,Yes
337890,Discount Cab,Meter Off,17,No,,0,Yes
337889,Discount Cab,Meter Off,10,No,,0,Yes
337888,RideShare,Meter Off,23,No,,0,Yes
337887,Discount Cab,Meter Off,9,No,DC10,10,No
337886,Discount Cab,Cancelled,0,No,,,
337885,RideShare,Meter Off,14,No,,0,Yes
337884,Discount Cab,Meter Off,21,No,,0,Yes
337883,Discount Cab,Meter Off,20,No,,0,Yes
337882,Discount Cab,Cancelled,0,No,,,
337881,Discount Cab,Meter Off,3,No,DC10,10,No
337880,Discount Cab,Meter Off,5,No,DC10,10,No
337879,Discount Cab,Cancelled,0,No,,,
337878,Discount Cab,Meter Off,8,No,OPEN,10,Yes
337877,Discount Cab,Meter Off,15,No,,0,Yes
337876,Cab,Unable To Auth,0,No,,,
337875,RideShare,Meter Off,0,No,ASU2,6,Yes
337874,Discount Cab,Meter Off,3,No,ASUINSIDER,20,No
337873,Discount Cab,Unable To Match,0,No,,,
337872,Discount Cab,Meter Off,35,No,,0,Yes
337871,Black,Meter Off,0,No,FREEBWIN1,70,Yes
337870,RideShare,Unable To Match,0,No,,,
337869,Discount Cab,Meter Off,20,No,,0,Yes
337868,Discount Cab,Meter Off,28,No,DC10,10,No
337867,RideShare,Meter Off,25,No,,0,Yes
337866,RideShare,Meter Off,17,No,,0,Yes
337865,Discount Cab,Meter Off,4,No,1208010,10,Yes
337863,RideShare,Meter Off,11,No,,0,Yes
337862,Discount Cab,Meter Off,0,No,HOLIDAY,20,No
337861,Discount Cab,Meter Off,2,No,OLDTOWN20,20,Yes
337860,Discount Cab,Cancelled,0,No,,,
337859,Discount Cab,Meter Off,31,No,,0,Yes
337858,Discount Cab,Meter Off,158,No,,0,Yes
337857,Discount Cab,Cancelled,10,No,,,
337856,Discount Cab,Cancelled,10,No,,,
337855,RideShare,Unable To Auth,0,No,,,
337854,Black,Unable To Match,0,No,,,
337853,Discount Cab,Cancelled,0,No,,,
337852,Discount Cab,Meter Off,19,No,,0,Yes
337851,Discount Cab,Meter Off,14,No,1501059,10,Yes
337850,RideShare,Meter Off,8,No,,0,Yes
337849,RideShare,Unable To Auth,0,No,,,
337848,RideShare,Cancelled,0,No,,,
337847,Cab,Unable To Match,0,No,,,
337846,Cab,Unable To Match,0,No,,,
337845,Discount Cab,Meter Off,9,No,,0,Yes
337844,Black,Unable To Match,0,No,,,
337843,RideShare,Cancelled,0,Yes,,,
337842,RideShare,Meter Off,13,No,,0,Yes
337841,RideShare,Unable To Auth,0,No,,,
337840,Cab,Cancelled,0,No,,,
337839,Discount Cab,Meter Off,17,No,,0,Yes
337838,Discount Cab,Meter Off,11,No,,0,Yes
337837,RideShare,Meter Off,3,No,DC10,10,No
337836,Discount Cab,Cancelled,0,No,,,
337835,Discount Cab,Meter Off,26,No,,0,Yes
337834,RideShare,Cancelled,0,No,,,
337833,RideShare,Cancelled,0,No,,,
337832,Discount Cab,Meter Off,3,No,DC10,10,Yes
337831,RideShare,Meter Off,23,No,,0,Yes
337830,Discount Cab,Meter Off,33,No,,0,Yes
337829,RideShare,Meter Off,8,No,,0,Yes
337828,Black,Meter Off,0,No,2pbemployee,52,Yes
337827,Discount Cab,Meter Off,19,No,1207004,10,No
337826,Black,Cancelled,0,No,,,
337825,Discount Cab,Meter Off,13,No,,0,Yes
337824,Discount Cab,Meter Off,34,No,,0,Yes
337823,Discount Cab,Cancelled,10,No,,,
337822,Discount Cab,Cancelled,10,No,,,
337821,RideShare,Unable To Auth,0,No,,,
337820,Discount Cab,Meter Off,0,No,DC10,10,No
337819,Discount Cab,Unable To Match,0,No,,,
337818,RideShare,Meter Off,10,No,,0,Yes
337817,Discount Cab,Meter Off,30,No,,0,Yes
337816,Discount Cab,Cancelled,0,No,,,
337815,Discount Cab,Meter Off,12,No,,0,Yes
337814,Discount Cab,Meter Off,36,No,,0,Yes
337813,Discount Cab,Meter Off,10,No,,0,Yes
337812,Discount Cab,Meter Off,25,No,,0,Yes
337811,Black,Meter Off,36,No,DC10,10,No
337810,RideShare,Meter Off,13,No,,0,Yes
337809,Discount Cab,Meter Off,14,No,,0,Yes
337808,Discount Cab,Cancelled,0,No,,,
337807,Discount Cab,Cancelled,0,No,,,
337806,Discount Cab,Meter Off,16,No,DC10,10,No
337805,Discount Cab,Cancelled,0,No,,,
337803,Discount Cab,Meter Off,46,No,,0,Yes
337802,Black,Meter Off,0,No,2pbemployee,48,Yes
337801,RideShare,Meter Off,8,No,,0,Yes
337800,Discount Cab,Meter Off,12,No,,0,Yes
337799,Discount Cab,Meter Off,9,No,,0,Yes
337798,Discount Cab,Meter Off,0,No,HOLIDAY,9,Yes
337797,Discount Cab,Unable To Auth,0,No,,,
337796,RideShare,Meter Off,11,No,,0,Yes
337795,Discount Cab,Meter Off,54,No,,0,Yes
337794,Discount Cab,Meter Off,8,No,1207004,10,Yes
337793,RideShare,Meter Off,10,No,,0,Yes
337792,Discount Cab,Cancelled,10,No,,,
337791,RideShare,Cancelled,0,No,,,
337790,Discount Cab,Unable To Auth,0,No,,,
337789,Discount Cab,Unable To Auth,0,No,,,
337788,Discount Cab,Meter Off,64,No,,0,Yes
337787,Discount Cab,Meter Off,10,No,,0,Yes
337786,Discount Cab,Cancelled,0,No,,,
337785,RideShare,Meter Off,11,No,,0,Yes
337784,Discount Cab,Unable To Auth,0,No,,,
337783,Discount Cab,Meter Off,0,No,HOLIDAY,17,No
337782,Discount Cab,Meter Off,9,No,DC10,10,No
337781,Discount Cab,Meter Off,10,No,,0,Yes
337780,Discount Cab,Meter Off,0,No,NYE,17,Yes
337779,Discount Cab,Cancelled,10,No,,,
337778,RideShare,Meter Off,85,No,,0,Yes
337777,Discount Cab,Meter Off,12,No,,0,Yes
337776,Discount Cab,Meter Off,27,No,,0,Yes
337775,Discount Cab,Meter Off,18,No,,0,Yes
337774,Discount Cab,Meter Off,19,No,DC10,10,No
337773,RideShare,Meter Off,8,No,,0,Yes
337772,Discount Cab,Meter Off,0,No,HOLIDAY,17,No
337771,Discount Cab,Unable To Auth,0,No,,,
337770,Discount Cab,Meter Off,12,No,HOLIDAY,20,No
337769,Discount Cab,Meter Off,8,No,DC10,10,No
337768,RideShare,Meter Off,14,No,,0,Yes
337767,RideShare,Meter Off,0,No,HOLIDAY,8,Yes
337764,Discount Cab,Meter Off,0,No,HOLIDAY,12,Yes
337763,Discount Cab,Meter Off,0,No,1106162,10,Yes
337762,Discount Cab,Meter Off,9,No,,0,Yes
337761,RideShare,Meter Off,11,No,,0,Yes
337760,Discount Cab,Meter Off,20,No,,0,Yes
337759,Discount Cab,Meter Off,10,No,,0,Yes
337758,RideShare,Meter Off,10,No,,0,Yes
337757,Cab,Meter Off,19,No,FREEB,20,No
337756,Discount Cab,Meter Off,52,No,,0,Yes
337755,Discount Cab,Meter Off,14,No,,0,Yes
337754,Discount Cab,Meter Off,27,No,,0,Yes
337753,Discount Cab,Meter Off,15,No,,0,Yes
337752,Discount Cab,Meter Off,10,No,,0,Yes
337751,Discount Cab,Meter Off,18,No,,0,Yes
337750,Cab,Meter Off,0,No,2PB4FREE,20,Yes
337749,Discount Cab,Meter Off,27,No,,0,Yes
337748,Discount Cab,Meter Off,13,No,,0,Yes
337747,Discount Cab,Meter Off,17,Yes,,0,Yes
337746,Discount Cab,Meter Off,33,No,,0,Yes
337745,Discount Cab,Meter Off,12,No,,0,Yes
337744,Discount Cab,Cancelled,10,No,,,
337743,Discount Cab,Cancelled,0,Yes,,,
337742,Discount Cab,Cancelled,0,Yes,,,
337741,Discount Cab,Meter Off,22,No,,0,Yes
337740,Discount Cab,Meter Off,39,No,HAPPY,13,No
337739,Discount Cab,Meter Off,27,No,,0,Yes
337738,Discount Cab,Meter Off,32,No,,0,Yes
337737,Discount Cab,Meter Off,21,No,,0,Yes
337736,Discount Cab,Meter Off,11,No,1409186,10,Yes
337735,Discount Cab,Meter Off,24,No,DCWEB,6,No
337734,RideShare,Meter Off,9,No,,0,Yes
337733,RideShare,Cancelled,0,No,,,
337732,Discount Cab,Meter Off,20,No,,0,Yes
337731,Discount Cab,Meter Off,16,No,,0,Yes
337730,Discount Cab,Unable To Auth,0,No,,,
337729,Discount Cab,Meter Off,6,No,608027,10,No
337728,RideShare,Meter Off,11,No,,0,Yes
337727,Discount Cab,Cancelled,0,No,,,
337726,RideShare,Unable To Auth,0,No,,,
337725,RideShare,Meter Off,12,No,,0,Yes
337724,RideShare,Meter Off,31,No,,0,Yes
337723,RideShare,Meter Off,34,No,TTAPP25,11,Yes
337722,RideShare,Cancelled,10,No,,,
337721,Discount Cab,Unable To Auth,0,No,,,
337720,Discount Cab,Meter Off,19,No,HOLIDAY,20,Yes
337719,Discount Cab,Meter Off,10,No,,0,Yes
337718,Discount Cab,Meter Off,37,No,,0,Yes
337717,Discount Cab,Meter Off,17,No,BEARDOWN,5,Yes
337716,Discount Cab,Meter Off,16,No,,0,Yes
337715,Discount Cab,Cancelled,10,No,,,
337714,Discount Cab,Unable To Auth,0,No,,,
337713,Discount Cab,Meter Off,0,No,DC10,10,No
337712,Discount Cab,Meter Off,10,No,,0,Yes
337711,Discount Cab,Meter Off,18,No,,0,Yes
337710,Discount Cab,Meter Off,46,No,,0,Yes
337709,Discount Cab,Meter Off,3,No,HOLIDAY,20,Yes
337708,RideShare,Meter Off,6,No,,0,Yes
337707,Discount Cab,Cancelled,0,No,,,
337706,Discount Cab,Unable To Match,0,No,,,
337705,Discount Cab,Unable To Match,0,No,,,
337704,Discount Cab,Meter Off,11,No,,0,Yes
337703,Discount Cab,Cancelled,0,No,,,
337702,Discount Cab,Cancelled,0,No,,,
337701,Discount Cab,Cancelled,0,No,,,
337700,Discount Cab,Meter Off,11,No,,0,Yes
337699,Discount Cab,Meter Off,26,No,,0,Yes
337698,Discount Cab,Meter Off,33,No,1207004,10,No
337697,Discount Cab,Meter Off,12,No,,0,Yes
337696,RideShare,Meter Off,7,No,EVTOTAL,2,Yes
337695,RideShare,Meter Off,0,No,OPEN,8,Yes
337694,RideShare,Meter Off,8,No,,0,Yes
337693,Discount Cab,Meter Off,10,No,,0,Yes
337692,Discount Cab,Meter Off,44,No,1408186,10,Yes
337691,Discount Cab,Meter Off,14,No,,0,Yes
337690,RideShare,Unable To Auth,0,No,,,
337689,Discount Cab,Meter Off,0,No,HOLIDAY,16,No
337688,RideShare,Unable To Auth,0,No,,,
337687,Discount Cab,Meter Off,9,No,,0,Yes
337685,Discount Cab,Meter Off,5,No,FB10,10,Yes
337684,Discount Cab,Unable To Auth,0,No,,,
337683,Discount Cab,Meter Off,9,No,,0,Yes
337682,Discount Cab,Meter Off,14,No,,0,Yes
337681,Discount Cab,Meter Off,10,No,,0,Yes
337680,Discount Cab,Meter Off,22,No,,0,Yes
337679,Discount Cab,Unable To Auth,0,No,,,
337678,Discount Cab,Meter Off,3,No,DC10,10,No
337677,Discount Cab,Meter Off,11,No,,0,Yes
337676,Discount Cab,Meter Off,63,No,,0,Yes
337675,Discount Cab,Cancelled,0,No,,,
337674,RideShare,Meter Off,0,No,FB10,9,No
337673,RideShare,Unable To Auth,0,No,,,
337672,RideShare,Meter Off,12,No,,0,Yes
337671,Discount Cab,Unable To Match,0,No,,,
337670,Discount Cab,Unable To Match,0,No,,,
337669,Discount Cab,Meter Off,26,Yes,FB10,10,Yes
337668,Discount Cab,Meter Off,11,No,55996,10,Yes
337667,Discount Cab,Meter Off,11,No,DC10,10,No
337666,Discount Cab,Meter Off,13,No,,0,Yes
337665,Discount Cab,Meter Off,11,No,DEVILS20,20,Yes
337664,Discount Cab,Cancelled,10,No,,,
337663,RideShare,Cancelled,0,No,,,
337662,Discount Cab,Meter Off,17,No,,0,Yes
337661,RideShare,Meter Off,6,No,,0,Yes
337660,Discount Cab,Meter Off,45,No,,0,Yes
337658,RideShare,Unable To Match,0,No,,,
337657,Discount Cab,Meter Off,95,No,,0,Yes
337656,Discount Cab,Meter Off,16,No,,0,Yes
337655,Discount Cab,Cancelled,10,No,,,
337654,RideShare,Cancelled,0,No,,,
337653,RideShare,Cancelled,0,No,,,
337652,Discount Cab,Meter Off,18,No,,0,Yes
337651,RideShare,Meter Off,7,No,,0,Yes
337650,Discount Cab,Meter Off,0,Yes,,0,Yes
337649,Discount Cab,Meter Off,5,No,DC10,10,No
337648,Discount Cab,Unable To Match,0,No,,,
337647,Discount Cab,Meter Off,9,No,,0,Yes
337646,RideShare,Meter Off,0,No,NEWYEARS,9,Yes
337645,RideShare,Meter Off,10,Yes,,0,Yes
337644,Discount Cab,Meter Off,0,No,DC10,10,Yes
337643,Discount Cab,Meter Off,25,No,,0,Yes
337642,Discount Cab,Unable To Auth,0,No,,,
337641,Discount Cab,Meter Off,27,Yes,TTAPP25,13,No
337640,Discount Cab,Meter Off,22,No,,0,Yes
337639,Black,Meter Off,0,No,FREEBWIN1,95,Yes
337638,Discount Cab,Cancelled,0,No,,,
337637,Discount Cab,Cancelled,10,No,,,
337636,Discount Cab,Meter Off,12,Yes,,0,Yes
337635,Discount Cab,Unable To Auth,0,No,,,
337634,Discount Cab,Meter Off,16,No,,0,Yes
337632,Discount Cab,Meter Off,39,No,DC10,10,No
337631,Discount Cab,Meter Off,18,No,,0,Yes
337630,RideShare,Meter Off,45,No,,0,Yes
337629,RideShare,Cancelled,10,No,,,
337628,Discount Cab,Unable To Auth,0,No,,,
337627,RideShare,Meter Off,6,No,DC10,10,No
337626,Discount Cab,Meter Off,30,No,,0,Yes
337625,Discount Cab,Meter Off,13,No,,0,Yes
337624,Discount Cab,Meter Off,4,No,57706,10,No
337623,Discount Cab,Meter Off,24,No,,0,Yes
337622,Discount Cab,Meter Off,18,No,,0,Yes
337621,Discount Cab,Meter Off,19,No,,0,Yes
337620,Discount Cab,Meter Off,34,No,,0,Yes
337619,RideShare,Meter Off,10,No,,0,Yes
337618,RideShare,Meter Off,26,No,,0,Yes
337617,RideShare,Cancelled,0,No,,,
337616,Discount Cab,Meter Off,38,No,,0,Yes
337615,Discount Cab,Meter Off,31,No,TTAPP25,10,Yes
337614,Discount Cab,Meter Off,0,No,HOLIDAY,20,No
337613,RideShare,Meter Off,0,No,UOAINSIDER,10,No
337612,Discount Cab,Meter Off,12,No,DC10,10,Yes
337611,Discount Cab,Meter Off,61,No,,0,Yes
337610,Discount Cab,Meter Off,9,No,,0,Yes
337609,RideShare,Meter Off,29,No,,0,Yes
337608,RideShare,Meter Off,11,No,,0,Yes
337607,Discount Cab,Meter Off,19,No,,0,Yes
337606,Discount Cab,Meter Off,19,No,,0,Yes
337605,Discount Cab,Meter Off,4,No,DC10,10,No
337604,Discount Cab,Meter Off,23,No,,0,Yes
337603,Discount Cab,Meter Off,3,No,UOAINSIDER,14,No
337602,Discount Cab,Meter Off,1,No,DC10,10,No
337601,Discount Cab,Meter Off,12,No,,0,Yes
337600,Discount Cab,Unable To Auth,0,No,,,
337599,Discount Cab,Meter Off,0,No,HOLIDAY,20,No
337598,Discount Cab,Meter Off,36,No,,0,Yes
337597,Discount Cab,Meter Off,14,No,,0,Yes
337596,Discount Cab,Cancelled,0,No,,,
337595,Discount Cab,Meter Off,2,No,1412015,10,Yes
337594,Discount Cab,Meter Off,30,No,HAPPY,9,No
337593,RideShare,Meter Off,18,No,DC10,10,No
337592,Discount Cab,Cancelled,0,Yes,,,
337591,Discount Cab,Meter Off,35,No,,0,Yes
337590,Discount Cab,Cancelled,0,No,,,
337589,Discount Cab,Meter Off,14,No,,0,Yes
337587,Discount Cab,Meter Off,56,No,,0,Yes
337586,Discount Cab,Cancelled,10,No,,,
337585,Discount Cab,Cancelled,0,No,,,
337584,RideShare,Unable To Match,0,No,,,
337583,Discount Cab,Cancelled,10,No,,,
337582,Discount Cab,Meter Off,10,No,1408189,10,Yes
337581,Discount Cab,Meter Off,16,No,DC10,10,No
337579,Discount Cab,Meter Off,12,No,DC10,10,No
337578,Discount Cab,Unable To Match,0,No,,,
337577,Discount Cab,Unable To Match,0,No,,,
337576,RideShare,Cancelled,0,No,,,
337575,Discount Cab,Meter Off,19,No,,0,Yes
337574,Discount Cab,Meter Off,22,No,,0,Yes
337573,SUV,Meter Off,0,No,FREEBWIN1,98,Yes
337572,Discount Cab,Cancelled,0,No,,,
337571,Discount Cab,Cancelled,10,No,,,
337570,Discount Cab,Cancelled,0,No,,,
337569,Discount Cab,Meter Off,13,No,,0,Yes
337568,Discount Cab,Meter Off,35,No,DCWEB,9,No
337567,Discount Cab,Meter Off,3,No,DC10,10,No
337566,Discount Cab,Meter Off,24,Yes,,0,Yes
337565,Discount Cab,Meter Off,48,No,,0,Yes
337564,Discount Cab,Meter Off,13,No,DC10,10,No
337563,Discount Cab,Cancelled,0,No,,,
337562,Discount Cab,Meter Off,15,No,513002,10,Yes
337561,Discount Cab,Unable To Auth,0,No,,,
337560,Discount Cab,Meter Off,10,No,,0,Yes
337559,RideShare,Meter Off,7,No,,0,Yes
337558,Discount Cab,Meter Off,42,No,,0,Yes
337557,Discount Cab,Meter Off,30,No,,0,Yes
337556,Discount Cab,Cancelled,0,No,,,
337555,RideShare,Cancelled,10,No,,,
337554,Discount Cab,Meter Off,8,No,1207004,10,No
337553,Discount Cab,Meter Off,12,No,DEVILS20,20,No
337552,Discount Cab,Cancelled,0,No,,,
337551,Discount Cab,Meter Off,15,No,,0,Yes
337550,RideShare,Meter Off,9,No,,0,Yes
337549,Discount Cab,Unable To Auth,0,No,,,
337548,Discount Cab,Meter Off,35,No,,0,Yes
337547,Discount Cab,Meter Off,14,No,,0,Yes
337546,Discount Cab,Meter Off,6,No,DC10,10,No
337545,Discount Cab,Meter Off,15,No,,0,Yes
337544,Discount Cab,Cancelled,10,No,,,
337543,Discount Cab,Meter Off,19,No,,0,Yes
337542,Discount Cab,Meter Off,2,No,ASU7,20,Yes
337541,Discount Cab,Meter Off,76,No,FB10,10,No
337540,Discount Cab,Cancelled,0,Yes,,,
337539,Discount Cab,Cancelled,10,No,,,
337538,Discount Cab,Meter Off,9,No,,0,Yes
337537,Discount Cab,Meter Off,9,No,,0,Yes
337536,Discount Cab,Meter Off,3,No,DC10,10,No
337535,RideShare,Meter Off,6,No,,0,Yes
337534,Discount Cab,Cancelled,10,No,,,
337533,Discount Cab,Cancelled,10,No,,,
337532,Discount Cab,Cancelled,0,No,,,
337531,RideShare,Cancelled,0,No,,,
337530,Discount Cab,Cancelled,0,No,,,
337529,Discount Cab,Cancelled,0,No,,,
337528,RideShare,Meter Off,11,No,,0,Yes
337527,Discount Cab,Meter Off,19,No,,0,Yes
337526,Cab,Meter Off,0,No,FREEB,12,No
337525,Discount Cab,Meter Off,9,No,DC10,10,No
337524,Discount Cab,Meter Off,16,No,,0,Yes
337523,Discount Cab,Meter Off,17,No,57606,10,Yes
337522,Discount Cab,Cancelled,10,No,,,
337521,Discount Cab,Meter Off,2,No,1402152,10,Yes
337520,Discount Cab,Meter Off,20,No,OPEN,10,Yes
337519,Discount Cab,Meter Off,7,No,DC10,10,No
337518,RideShare,Meter Off,11,No,,0,Yes
337517,RideShare,Meter Off,7,No,West,2,Yes
337516,Discount Cab,Meter Off,31,No,,0,Yes
337515,Discount Cab,Unable To Auth,0,No,,,
337514,Discount Cab,Meter Off,12,No,DC10,10,No
337513,Discount Cab,Meter Off,0,No,HOLIDAY,18,Yes
337512,Discount Cab,Cancelled,0,No,,,
337511,Cab,Meter Off,0,No,FREEB,14,No
337510,Black,Cancelled,0,No,,,
337509,Discount Cab,Meter Off,9,No,DC10,10,No
337508,Discount Cab,Cancelled,0,No,,,
337507,Discount Cab,Meter Off,10,No,HAPPY,3,No
337506,Black,Cancelled,0,No,,,
337505,RideShare,Cancelled,0,No,,,
337504,Black,Cancelled,0,No,,,
337503,Discount Cab,Unable To Auth,0,No,,,
337502,Discount Cab,Meter Off,13,No,FB10,10,Yes
337501,Discount Cab,Meter Off,1,No,OPEN,10,No
337500,Discount Cab,Cancelled,10,No,,,
337499,Discount Cab,Meter Off,12,No,,0,Yes
337498,RideShare,Meter Off,0,No,1207207,6,Yes
337497,Cab,Meter Off,0,No,2PB4FREE,14,Yes
337496,RideShare,Meter Off,13,No,1403119,10,Yes
337495,Discount Cab,Meter Off,10,No,1408183,10,Yes
337494,Discount Cab,Meter Off,1,No,ASUSTUDENT,10,Yes
337492,Discount Cab,Meter Off,12,No,,0,Yes
337491,Discount Cab,Meter Off,14,No,,0,Yes
337490,Discount Cab,Meter Off,43,No,DC10,10,No
337489,RideShare,Cancelled,0,No,,,
337488,RideShare,Meter Off,15,No,,0,Yes
337487,Discount Cab,Meter Off,29,No,,0,Yes
337486,Discount Cab,Meter Off,7,No,DEVILS20,20,Yes
337485,Discount Cab,Meter Off,10,No,DC10,10,No
337484,RideShare,Meter Off,12,No,,0,Yes
337483,Discount Cab,Meter Off,35,No,,0,Yes
337482,Discount Cab,Meter Off,25,No,,0,Yes
337481,Black,Unable To Auth,0,No,,,
337480,RideShare,Meter Off,9,No,,0,Yes
337479,Discount Cab,Meter Off,14,No,,0,Yes
337478,RideShare,Meter Off,0,No,ASUSTUDENT,9,Yes
337477,Discount Cab,Meter Off,11,No,,0,Yes
337476,Discount Cab,Unable To Auth,0,No,,,
337475,Discount Cab,Meter Off,36,No,1401094,10,No
337474,Discount Cab,Meter Off,45,No,,0,Yes
337473,SUV,Meter Off,23,No,,0,Yes
337472,Discount Cab,Meter Off,15,No,,0,Yes
337471,Discount Cab,Meter Off,21,No,,0,Yes
337470,Discount Cab,Meter Off,24,No,,0,Yes
337469,Cab,Meter Off,0,No,2PBSOCIAL,15,No
337468,RideShare,Meter Off,8,No,,0,Yes
337467,Discount Cab,Meter Off,37,No,,0,Yes
337466,Discount Cab,Meter Off,19,No,,0,Yes
337465,Discount Cab,Cancelled,10,No,,,
337464,Discount Cab,Meter Off,1,No,DEVILS20,20,No
337463,RideShare,Meter Off,16,No,,0,Yes
337462,Discount Cab,Meter Off,2,No,806016,10,Yes
337461,Discount Cab,Cancelled,0,No,,,
337460,Discount Cab,Cancelled,0,No,,,
337459,Discount Cab,Meter Off,10,No,,0,Yes
337458,Discount Cab,Unable To Auth,0,No,,,
337457,Discount Cab,Unable To Auth,0,No,,,
337456,Discount Cab,Meter Off,14,No,,0,Yes
337455,Discount Cab,Meter Off,28,No,,0,Yes
337454,Discount Cab,Meter Off,2,No,1207086,10,Yes
337453,RideShare,Cancelled,0,Yes,,,
337452,Discount Cab,Meter Off,9,No,FB10,10,Yes
