ID,Fleet,Status,Gross_Amount,Trip_Adjusted,Promo_Code,Discount_Applied,Existing_Passenger
336994,Discount Cab,Cancelled,10,No,,,
336993,Discount Cab,Meter Off,60,No,,0,Yes
336992,Discount Cab,Meter Off,10,No,,0,Yes
336991,Discount Cab,Cancelled,0,No,,,
336990,Discount Cab,Cancelled,0,No,,,
336989,RideShare,Meter Off,9,No,,0,Yes
336988,Discount Cab,Unable To Match,0,No,,,
336987,RideShare,Meter Off,13,Yes,DC10,10,No
336986,RideShare,Meter Off,9,No,,0,Yes
336985,Discount Cab,Cancelled,10,No,,,
336984,Discount Cab,Unable To Auth,0,No,,,
336983,Discount Cab,Meter Off,67,No,DCWEB,19,No
336982,RideShare,Meter Off,6,No,,0,Yes
336981,RideShare,Cancelled,0,No,,,
336980,Discount Cab,Meter Off,14,No,,0,Yes
336979,RideShare,Meter Off,4,No,FB10,10,Yes
336978,RideShare,Unable To Auth,0,No,,,
336977,Discount Cab,Unable To Auth,0,No,,,
336976,RideShare,Unable To Match,0,No,,,
336975,RideShare,Unable To Auth,0,No,,,
336974,RideShare,Unable To Auth,0,No,,,
336973,Discount Cab,Meter Off,10,No,1310066,10,Yes
336972,Discount Cab,Meter Off,8,No,DC10,10,No
336971,Discount Cab,Unable To Match,0,No,,,
336970,Discount Cab,Meter Off,28,No,1403261,10,No
336969,Discount Cab,Meter Off,11,No,,0,Yes
336968,Discount Cab,Meter Off,26,No,,0,Yes
336967,Discount Cab,Meter Off,15,No,DC10,10,No
336966,Discount Cab,Meter Off,0,Yes,,0,Yes
336965,Discount Cab,Unable To Auth,0,No,,,
336963,Discount Cab,Unable To Auth,0,No,,,
336962,RideShare,Meter Off,7,No,,0,Yes
336961,Discount Cab,Meter Off,10,No,TTAPP25,3,No
336960,Discount Cab,Meter Off,14,No,,0,Yes
336959,Discount Cab,Unable To Match,0,No,,,
336958,RideShare,Meter Off,32,No,DC10,10,No
336957,Discount Cab,Meter Off,29,No,,0,Yes
336956,Discount Cab,Meter Off,0,No,DC10,9,Yes
336954,Discount Cab,Meter Off,11,Yes,,0,Yes
336953,RideShare,Cancelled,10,No,,,
336952,RideShare,Meter Off,0,No,DC10,9,No
336951,Discount Cab,Meter Off,37,No,DC10,10,No
336950,Discount Cab,Meter Off,18,No,,0,Yes
336949,RideShare,Meter Off,15,No,,0,Yes
336948,RideShare,Meter Off,9,No,,0,Yes
336947,Discount Cab,Meter Off,22,No,HOLIDAY,20,Yes
336946,Discount Cab,Meter Off,51,No,,0,Yes
336945,Discount Cab,Cancelled,0,No,,,
336944,Discount Cab,Meter Off,30,No,,0,Yes
336943,Discount Cab,Meter Off,1,No,FB10,8,No
336942,RideShare,Cancelled,0,No,,,
336941,RideShare,Meter Off,1,No,1304133,10,Yes
336940,Discount Cab,Meter Off,18,No,,0,Yes
336939,Discount Cab,Meter Off,26,No,,0,Yes
336938,RideShare,Cancelled,10,No,,,
336937,Discount Cab,Cancelled,0,No,,,
336936,Discount Cab,Meter Off,32,No,OPEN,10,No
336935,RideShare,Cancelled,0,No,,,
336934,Discount Cab,Meter Off,8,No,1309189,10,Yes
336933,Discount Cab,Meter Off,23,Yes,,0,Yes
336932,Discount Cab,Meter Off,17,No,,0,Yes
336931,Discount Cab,Meter Off,18,No,DC10,10,No
336930,Discount Cab,Unable To Auth,0,No,,,
336929,Discount Cab,Meter Off,10,No,1412134,10,Yes
336928,Discount Cab,Meter Off,8,No,FB10,10,No
336927,RideShare,Meter Off,13,No,,0,Yes
336926,RideShare,Meter Off,18,No,,0,Yes
336925,Discount Cab,Meter Off,13,No,HAPPY,3,No
336924,Discount Cab,Cancelled,0,No,,,
336923,Discount Cab,Meter Off,57,No,,0,Yes
336922,Discount Cab,Meter Off,15,No,,0,Yes
336921,RideShare,Meter Off,8,No,,0,Yes
336920,RideShare,Meter Off,0,No,OLDTOWN20,6,No
336919,Discount Cab,Meter Off,27,No,HOLIDAY,20,No
336918,Discount Cab,Meter Off,17,No,,0,Yes
336917,Discount Cab,Cancelled,0,Yes,,,
336916,Discount Cab,Unable To Match,0,No,,,
336915,Discount Cab,Cancelled,0,No,,,
336914,RideShare,Meter Off,18,No,,0,Yes
336913,RideShare,Meter Off,28,No,,0,Yes
336912,Discount Cab,Meter Off,9,Yes,DC10,10,No
336911,Discount Cab,Meter Off,34,No,,0,Yes
336910,Discount Cab,Meter Off,14,No,1004005,10,Yes
336909,Discount Cab,Cancelled,10,No,,,
336908,Discount Cab,Meter Off,11,No,FB10,10,No
336907,Discount Cab,Meter Off,12,No,,0,Yes
336906,RideShare,Meter Off,0,No,HOLIDAY,16,No
336905,RideShare,Cancelled,0,No,,,
336904,RideShare,Meter Off,28,No,,0,Yes
336902,Discount Cab,Meter Off,0,No,OPEN,10,Yes
336901,Discount Cab,Meter Off,4,No,ASU1,20,Yes
336900,Discount Cab,Meter Off,22,No,,0,Yes
336898,Discount Cab,Cancelled,0,No,,,
336897,RideShare,Unable To Auth,0,No,,,
336896,Discount Cab,Unable To Auth,0,No,,,
336895,RideShare,Meter Off,6,No,,0,Yes
336894,Discount Cab,Unable To Match,0,No,,,
336893,Discount Cab,Meter Off,31,No,,0,Yes
336892,Discount Cab,Unable To Auth,0,No,,,
336891,RideShare,Meter Off,6,No,,0,Yes
336890,Discount Cab,Unable To Auth,0,No,,,
336889,Black,Meter Off,0,No,FREEBWIN1,16,Yes
336888,RideShare,Meter Off,10,No,,0,Yes
336887,Discount Cab,Meter Off,10,No,1408181,10,No
336886,Discount Cab,Meter Off,9,No,,0,Yes
336885,Discount Cab,Meter Off,18,No,,0,Yes
336884,RideShare,Cancelled,0,No,,,
336883,RideShare,Meter Off,14,No,,0,Yes
336882,Discount Cab,Meter Off,27,No,1401094,10,Yes
336881,Discount Cab,Cancelled,10,No,,,
336880,Discount Cab,Meter Off,21,No,,0,Yes
336879,Discount Cab,Cancelled,0,No,,,
336878,Discount Cab,Meter Off,20,No,,0,Yes
336877,Discount Cab,Meter Off,13,No,,0,Yes
336876,Discount Cab,Meter Off,15,No,,0,Yes
336875,Discount Cab,Meter Off,37,No,,0,Yes
336874,RideShare,Meter Off,6,No,,0,Yes
336873,Black,Unable To Auth,0,No,,,
336872,Discount Cab,Unable To Auth,0,No,,,
336871,Discount Cab,Meter Off,21,No,,0,Yes
336870,Discount Cab,Meter Off,27,No,,0,Yes
336869,Discount Cab,Meter Off,27,No,,0,Yes
336868,RideShare,Meter Off,10,No,,0,Yes
336867,Discount Cab,Unable To Auth,0,No,,,
336866,Discount Cab,Meter Off,40,No,,0,Yes
336865,Discount Cab,Meter Off,15,No,,0,Yes
336864,Discount Cab,Unable To Auth,0,No,,,
336863,RideShare,Meter Off,18,No,,0,Yes
336862,Discount Cab,Meter Off,4,No,DC10,10,No
336861,Black,Meter Off,0,No,2pbemployee,30,Yes
336860,Discount Cab,Meter Off,7,No,DC10,10,No
336859,Discount Cab,Meter Off,21,No,,0,Yes
336858,Discount Cab,Meter Off,10,No,,0,Yes
336857,Discount Cab,Meter Off,12,No,1202003,10,Yes
336856,RideShare,Meter Off,0,No,HOLIDAY,8,Yes
336855,RideShare,Unable To Match,0,No,,,
336854,Discount Cab,Cancelled,0,No,,,
336852,RideShare,Meter Off,0,No,703096,6,Yes
336851,Discount Cab,Meter Off,19,No,,0,Yes
336850,Discount Cab,Meter Off,39,No,,0,Yes
336849,RideShare,Meter Off,0,No,50533,6,Yes
336848,Discount Cab,Meter Off,11,No,,0,Yes
336847,Discount Cab,Cancelled,10,No,,,
336846,RideShare,Cancelled,0,No,,,
336845,Discount Cab,Cancelled,0,No,,,
336844,Discount Cab,Meter Off,24,No,,0,Yes
336843,Discount Cab,Meter Off,19,No,,0,Yes
336842,Discount Cab,Unable To Auth,0,No,,,
336841,Discount Cab,Meter Off,15,No,EVTOTAL,5,No
336840,RideShare,Cancelled,10,No,,,
336839,Discount Cab,Cancelled,0,No,,,
336838,Discount Cab,Cancelled,0,No,,,
336837,RideShare,Cancelled,0,No,,,
336836,Discount Cab,Meter Off,19,No,,0,Yes
336835,Discount Cab,Meter Off,71,No,,0,Yes
336834,Discount Cab,Meter Off,0,Yes,,0,Yes
336833,Discount Cab,Meter Off,16,No,,0,Yes
336832,Discount Cab,Unable To Match,0,No,,,
336831,RideShare,Meter Off,8,No,,0,Yes
336830,Discount Cab,Meter Off,9,No,,0,Yes
336829,Discount Cab,Meter Off,2,No,DC10,10,No
336828,RideShare,Meter Off,5,No,1202003,10,Yes
336827,RideShare,Meter Off,14,No,DC10,10,Yes
336826,Black,Meter Off,0,No,2pbemployee,29,Yes
336825,RideShare,Meter Off,9,No,,0,Yes
336824,RideShare,Meter Off,8,No,,0,Yes
336823,RideShare,Meter Off,6,No,,0,Yes
336822,Discount Cab,Meter Off,72,No,FB10,10,Yes
336821,Discount Cab,Cancelled,0,No,,,
336820,RideShare,Cancelled,0,No,,,
336819,Discount Cab,Cancelled,0,No,,,
336818,Discount Cab,Meter Off,14,No,,0,Yes
336817,RideShare,Cancelled,0,No,,,
336816,Discount Cab,Unable To Match,0,No,,,
336815,Discount Cab,Meter Off,20,No,,0,Yes
336814,Discount Cab,Meter Off,19,No,,0,Yes
336813,Discount Cab,Unable To Match,0,No,,,
336812,Discount Cab,Meter Off,11,No,DC10,10,No
336811,RideShare,Meter Off,11,No,,0,Yes
336810,Discount Cab,Unable To Match,0,No,,,
336809,Discount Cab,Meter Off,91,No,,0,Yes
336808,Cab,Meter Off,0,No,2pbemployee,18,Yes
336807,Discount Cab,Meter Off,21,No,,0,Yes
336806,Discount Cab,Meter Off,27,No,,0,Yes
336805,Discount Cab,Cancelled,0,No,,,
336804,Discount Cab,Meter Off,15,No,,0,Yes
336803,Discount Cab,Cancelled,0,No,,,
336802,Discount Cab,Unable To Auth,0,No,,,
336801,RideShare,Meter Off,6,No,,0,Yes
336800,Discount Cab,Cancelled,0,No,,,
336799,Black,Meter Off,0,No,2pbemployee,37,Yes
336798,Discount Cab,Meter Off,14,No,,0,Yes
336797,RideShare,Unable To Auth,0,No,,,
336796,Discount Cab,Meter Off,23,No,,0,Yes
336795,RideShare,Unable To Auth,0,No,,,
336794,Discount Cab,Meter Off,24,No,,0,Yes
336793,Discount Cab,Meter Off,36,No,DC10,10,No
336792,Discount Cab,Meter Off,44,No,DC10,10,No
336791,Discount Cab,Unable To Auth,0,No,,,
336790,Discount Cab,Meter Off,25,No,,0,Yes
336789,RideShare,Meter Off,18,No,,0,Yes
336788,SUV,Meter Off,0,No,FREEBWIN1,76,Yes
336787,RideShare,Unable To Auth,0,No,,,
336786,Discount Cab,Meter Off,22,No,OPEN,10,No
336785,SUV,Cancelled,0,Yes,,,
336784,Discount Cab,Cancelled,0,No,,,
336783,Discount Cab,Cancelled,0,No,,,
336782,Discount Cab,Meter Off,50,No,,0,Yes
336781,RideShare,Unable To Match,0,No,,,
336780,Discount Cab,Unable To Match,0,No,,,
336779,Discount Cab,Meter Off,101,No,,0,Yes
336778,RideShare,Meter Off,2,No,DC10,10,No
336777,Discount Cab,Meter Off,17,No,,0,Yes
336776,Discount Cab,Unable To Auth,0,No,,,
336775,Discount Cab,Unable To Match,0,No,,,
336774,RideShare,Meter Off,20,No,OPEN,10,Yes
336773,Discount Cab,Meter Off,98,No,,0,Yes
336772,Discount Cab,Cancelled,0,No,,,
336771,RideShare,Meter Off,28,No,,0,Yes
336770,Discount Cab,Meter Off,20,No,,0,Yes
336769,RideShare,Meter Off,14,No,,0,Yes
336768,Discount Cab,Meter Off,0,No,NYE,20,Yes
336767,Discount Cab,Meter Off,42,No,,0,Yes
336766,RideShare,Meter Off,1,No,DC10,10,No
336765,RideShare,Meter Off,14,No,,0,Yes
336764,Discount Cab,Unable To Auth,0,No,,,
336763,Discount Cab,Meter Off,14,No,,0,Yes
336762,Discount Cab,Unable To Match,0,No,,,
336761,RideShare,Cancelled,10,No,,,
336760,Discount Cab,Meter Off,41,No,,0,Yes
336759,Discount Cab,Unable To Auth,0,No,,,
336758,RideShare,Meter Off,0,No,1109100,7,Yes
336757,Discount Cab,Cancelled,0,No,,,
336756,Discount Cab,Meter Off,19,No,1407105,10,No
336755,Discount Cab,Cancelled,0,No,,,
336754,Discount Cab,Meter Off,23,No,,0,Yes
336753,Discount Cab,Meter Off,47,No,,0,Yes
336752,Discount Cab,Unable To Auth,0,No,,,
336751,Discount Cab,Meter Off,3,No,HOLIDAY,20,No
336750,Discount Cab,Unable To Match,0,No,,,
336749,Discount Cab,Unable To Match,0,No,,,
336748,Discount Cab,Unable To Match,0,No,,,
336747,RideShare,Meter Off,10,No,,0,Yes
336746,Discount Cab,Meter Off,25,No,,0,Yes
336745,Discount Cab,Cancelled,10,No,,,
336744,Discount Cab,Unable To Auth,0,No,,,
336743,RideShare,Meter Off,7,No,,0,Yes
336742,RideShare,Meter Off,7,No,,0,Yes
336741,Discount Cab,Meter Off,92,No,,0,Yes
336740,Discount Cab,Meter Off,0,No,DEVILS20,13,No
336739,Discount Cab,Meter Off,36,No,,0,Yes
336738,RideShare,Meter Off,8,No,,0,Yes
336737,Discount Cab,Meter Off,22,No,,0,Yes
336736,RideShare,Unable To Match,0,No,,,
336735,RideShare,Meter Off,9,No,DC10,10,No
336734,RideShare,Meter Off,8,No,,0,Yes
336733,RideShare,Meter Off,42,No,,0,Yes
336732,Discount Cab,Meter Off,10,No,,0,Yes
336731,Discount Cab,Meter Off,4,No,DC10,10,No
336730,Discount Cab,Meter Off,1,No,1009100,10,Yes
336729,Discount Cab,Meter Off,17,No,,0,Yes
336728,Discount Cab,Meter Off,0,No,HOLIDAY,14,Yes
336727,Discount Cab,Meter Off,60,No,DC10,10,No
336726,RideShare,Meter Off,0,No,OLDTOWN10,9,Yes
336725,Discount Cab,Cancelled,0,No,,,
336724,Discount Cab,Meter Off,4,No,DC10,10,No
336723,RideShare,Meter Off,15,No,,0,Yes
336722,Discount Cab,Unable To Match,0,No,,,
336721,Discount Cab,Meter Off,12,No,,0,Yes
336720,Discount Cab,Meter Off,104,No,,0,Yes
336719,Discount Cab,Meter Off,17,No,HAPPY,4,Yes
336718,Discount Cab,Meter Off,8,No,,0,Yes
336717,Discount Cab,Meter Off,17,No,,0,Yes
336716,RideShare,Meter Off,46,No,,0,Yes
336715,RideShare,Meter Off,16,No,57444,10,Yes
336714,Discount Cab,Meter Off,28,No,,0,Yes
336713,RideShare,Meter Off,4,No,57692,10,Yes
336712,RideShare,Unable To Match,0,No,,,
336711,Discount Cab,Meter Off,66,No,,0,Yes
336710,Discount Cab,Meter Off,9,No,,0,Yes
336709,Discount Cab,Meter Off,35,No,,0,Yes
336708,Discount Cab,Meter Off,17,No,,0,Yes
336707,Discount Cab,Meter Off,14,No,,0,Yes
336706,Black,Meter Off,0,No,FREEBWIN1,64,Yes
336705,RideShare,Cancelled,0,No,,,
336704,Discount Cab,Meter Off,40,No,,0,Yes
336703,Discount Cab,Cancelled,0,No,,,
336702,Discount Cab,Meter Off,15,No,,0,Yes
336701,Discount Cab,Meter Off,7,No,DC10,10,No
336700,Black,Meter Off,0,No,FREEBWIN1,10,Yes
336699,Discount Cab,Meter Off,11,No,,0,Yes
336698,Discount Cab,Meter Off,16,No,,0,Yes
336697,Discount Cab,Cancelled,0,No,,,
336696,Discount Cab,Meter Off,13,No,,0,Yes
336695,Discount Cab,Meter Off,12,No,,0,Yes
336694,Discount Cab,Meter Off,9,No,,0,Yes
336693,RideShare,Meter Off,2,No,DC10,10,Yes
336692,Discount Cab,Meter Off,21,No,,0,Yes
336691,Discount Cab,Meter Off,3,No,1207084,10,Yes
336690,RideShare,Meter Off,18,No,,0,Yes
336689,Discount Cab,Meter Off,43,No,,0,Yes
336688,RideShare,Cancelled,0,No,,,
336687,RideShare,Meter Off,43,No,,0,Yes
336686,Cab,Cancelled,0,No,,,
336685,Discount Cab,Meter Off,29,No,,0,Yes
336684,Discount Cab,Meter Off,19,No,,0,Yes
336682,Discount Cab,Unable To Match,0,No,,,
336681,Discount Cab,Meter Off,16,No,,0,Yes
336680,Discount Cab,Unable To Match,0,No,,,
336679,Discount Cab,Meter Off,20,No,,0,Yes
336678,Discount Cab,Meter Off,16,No,,0,Yes
336677,Discount Cab,Cancelled,10,No,,,
336676,Discount Cab,Meter Off,10,No,,0,Yes
336675,Discount Cab,Meter Off,11,No,,0,Yes
336674,Discount Cab,Cancelled,10,No,,,
336673,Discount Cab,Meter Off,8,No,,0,Yes
336672,Discount Cab,Unable To Match,0,No,,,
336671,Discount Cab,Meter Off,0,No,ASU1,11,Yes
336670,Discount Cab,Meter Off,9,No,,0,Yes
336669,RideShare,Meter Off,24,No,,0,Yes
336668,Discount Cab,Cancelled,0,No,,,
336667,RideShare,Meter Off,7,No,,0,Yes
336666,Discount Cab,Meter Off,12,No,,0,Yes
336665,Discount Cab,Unable To Match,0,No,,,
336664,RideShare,Meter Off,6,No,,0,Yes
336663,Discount Cab,Meter Off,5,No,1109100,10,No
336662,Discount Cab,Meter Off,16,No,57787,10,Yes
336661,Discount Cab,Meter Off,29,No,,0,Yes
336660,RideShare,Cancelled,10,No,,,
336659,Discount Cab,Meter Off,18,No,,0,Yes
336658,Discount Cab,Meter Off,10,No,,0,Yes
336657,Discount Cab,Cancelled,0,No,,,
336655,Discount Cab,Meter Off,15,No,,0,Yes
336654,Discount Cab,Meter Off,1,No,DC10,10,Yes
336653,Discount Cab,Meter Off,0,Yes,,0,Yes
336652,Discount Cab,Meter Off,29,No,,0,Yes
336651,Discount Cab,Unable To Auth,0,No,,,
336650,Discount Cab,Meter Off,12,No,,0,Yes
336649,RideShare,Unable To Auth,0,No,,,
336648,RideShare,Meter Off,1,No,NEWYEARS,10,Yes
336647,RideShare,Meter Off,6,No,,0,Yes
336646,Discount Cab,Meter Off,12,No,OPEN,10,Yes
336645,RideShare,Meter Off,17,No,,0,Yes
336644,RideShare,Meter Off,6,No,,0,Yes
336643,RideShare,Meter Off,22,No,,0,Yes
336642,Discount Cab,Meter Off,36,No,,0,Yes
336641,Discount Cab,Meter Off,20,No,,0,Yes
336640,Discount Cab,Unable To Match,0,No,,,
336639,Discount Cab,Meter Off,18,No,,0,Yes
336638,Discount Cab,Meter Off,16,No,DC10,10,No
336637,RideShare,Meter Off,30,No,HOLIDAY,20,Yes
336636,Discount Cab,Meter Off,29,No,DC10,10,No
336635,Discount Cab,Meter Off,1,No,OPEN,10,Yes
336634,Discount Cab,Meter Off,22,No,,0,Yes
336633,Discount Cab,Meter Off,2,No,57787,10,Yes
336632,Discount Cab,Meter Off,36,No,,0,Yes
336631,Discount Cab,Cancelled,0,No,,,
336630,Discount Cab,Cancelled,0,No,,,
336629,Discount Cab,Meter Off,42,No,,0,Yes
336628,Discount Cab,Meter Off,18,No,,0,Yes
336627,RideShare,Meter Off,18,No,,0,Yes
336626,RideShare,Meter Off,13,No,,0,Yes
336625,Discount Cab,Cancelled,0,No,,,
336624,Discount Cab,Meter Off,31,No,,0,Yes
336623,Discount Cab,Meter Off,12,No,1306112,10,No
336622,RideShare,Meter Off,20,No,,0,Yes
336621,Discount Cab,Unable To Auth,0,No,,,
336620,Discount Cab,Unable To Auth,0,No,,,
336619,Discount Cab,Meter Off,16,No,,0,Yes
336618,RideShare,Meter Off,17,No,,0,Yes
336617,Discount Cab,Cancelled,0,No,,,
336616,Discount Cab,Unable To Auth,0,No,,,
336615,Discount Cab,Meter Off,53,No,DCWEB,14,No
336614,RideShare,Meter Off,28,No,DCWEB,9,No
336613,Discount Cab,Meter Off,15,No,,0,Yes
336612,Discount Cab,Cancelled,10,No,,,
336611,Discount Cab,Cancelled,0,No,,,
336610,Discount Cab,Meter Off,30,No,,0,Yes
336609,Discount Cab,Cancelled,0,No,,,
336608,Discount Cab,Meter Off,21,No,,0,Yes
336607,RideShare,Meter Off,32,No,,0,Yes
336606,Discount Cab,Meter Off,59,No,,0,Yes
336605,Discount Cab,Unable To Match,0,No,,,
336604,Discount Cab,Meter Off,58,No,,0,Yes
336603,RideShare,Meter Off,19,No,,0,Yes
336602,Discount Cab,Meter Off,34,No,DC10,10,No
336601,Discount Cab,Meter Off,23,No,,0,Yes
336600,Discount Cab,Unable To Auth,0,No,,,
336599,RideShare,Unable To Auth,0,No,,,
336597,Discount Cab,Unable To Auth,0,No,,,
336596,Discount Cab,Meter Off,50,No,,0,Yes
336595,Discount Cab,Meter Off,32,No,,0,Yes
336594,RideShare,Meter Off,10,No,,0,Yes
336593,Discount Cab,Meter Off,12,No,,0,Yes
336592,Black,Meter Off,19,No,OLDTOWN20,20,No
336591,Discount Cab,Meter Off,11,No,,0,Yes
336590,Discount Cab,Meter Off,9,No,DCWEB,2,No
336589,Discount Cab,Meter Off,23,No,FB10,10,No
336588,Discount Cab,Meter Off,16,No,,0,Yes
336587,Discount Cab,Meter Off,85,No,,0,Yes
336586,Black,Meter Off,0,No,FREEBWIN1,62,Yes
336585,Discount Cab,Unable To Auth,0,No,,,
336584,Discount Cab,Cancelled,0,No,,,
336583,Discount Cab,Unable To Auth,0,No,,,
336582,Discount Cab,Meter Off,14,No,DC10,10,Yes
336581,RideShare,Unable To Auth,0,No,,,
336580,Discount Cab,Unable To Match,0,No,,,
336579,Discount Cab,Unable To Match,0,No,,,
336578,Discount Cab,Cancelled,0,No,,,
336577,Discount Cab,Unable To Match,0,No,,,
336575,Discount Cab,Meter Off,8,No,,0,Yes
336574,Discount Cab,Unable To Match,0,No,,,
336573,Discount Cab,Meter Off,0,No,DC10,9,Yes
336572,Discount Cab,Unable To Match,0,No,,,
336571,RideShare,Unable To Match,0,No,,,
336570,Discount Cab,Unable To Match,0,No,,,
336569,Discount Cab,Unable To Match,0,No,,,
336568,Discount Cab,Unable To Match,0,No,,,
336567,Discount Cab,Unable To Match,0,No,,,
336566,Discount Cab,Unable To Match,0,No,,,
336565,Discount Cab,Unable To Match,0,No,,,
336564,Discount Cab,Unable To Match,0,No,,,
336563,Discount Cab,Unable To Match,0,No,,,
336562,RideShare,Meter Off,4,No,ASUSTUDENT,10,Yes
336561,RideShare,Meter Off,13,No,,0,Yes
336560,RideShare,Unable To Match,0,No,,,
336559,RideShare,Meter Off,0,No,HOLIDAY,6,No
336558,Discount Cab,Meter Off,10,No,57818,10,Yes
336557,Discount Cab,Meter Off,31,No,,0,Yes
336556,RideShare,Meter Off,10,No,,0,Yes
336555,Discount Cab,Meter Off,13,No,,0,Yes
336554,RideShare,Meter Off,17,No,,0,Yes
336553,Black,Meter Off,16,No,2pbemployee,75,Yes
336552,Cab,Cancelled,0,No,,,
336551,Discount Cab,Meter Off,12,No,,0,Yes
336550,RideShare,Meter Off,9,No,,0,Yes
336549,Discount Cab,Meter Off,7,No,1211097,10,Yes
336548,Discount Cab,Cancelled,10,No,,,
336547,Black,Meter Off,0,No,2pbemployee,21,Yes
336546,Discount Cab,Meter Off,9,No,,0,Yes
336545,RideShare,Meter Off,19,No,,0,Yes
336544,Discount Cab,Meter Off,26,No,,0,Yes
336543,Discount Cab,Unable To Auth,0,No,,,
336542,Discount Cab,Meter Off,0,No,OLDTOWN20,12,No
336541,Discount Cab,Meter Off,15,No,,0,Yes
336539,Discount Cab,Unable To Auth,0,No,,,
336538,Discount Cab,Cancelled,10,No,,,
336537,Discount Cab,Unable To Auth,0,No,,,
336536,Discount Cab,Unable To Auth,0,No,,,
336535,Discount Cab,Meter Off,25,No,,0,Yes
336534,Discount Cab,Unable To Auth,0,No,,,
336533,Discount Cab,Meter Off,68,No,,0,Yes
336531,Discount Cab,Unable To Match,0,No,,,
336530,Discount Cab,Meter Off,16,No,,0,Yes
336529,Discount Cab,Meter Off,13,No,,0,Yes
336528,RideShare,Meter Off,6,No,,0,Yes
336527,Discount Cab,Cancelled,10,No,,,
336526,RideShare,Unable To Match,0,No,,,
336525,RideShare,Unable To Auth,0,No,,,
336524,RideShare,Meter Off,0,No,DC10,7,Yes
336523,Discount Cab,Meter Off,0,No,DC10,9,Yes
336522,Discount Cab,Cancelled,0,No,,,
336521,Discount Cab,Meter Off,12,No,,0,Yes
336520,Discount Cab,Meter Off,14,No,DEVILS10,10,Yes
336519,Black,Meter Off,0,No,FREEBWIN1,10,Yes
336518,Discount Cab,Meter Off,0,Yes,,0,Yes
336517,Discount Cab,Cancelled,0,No,,,
336516,RideShare,Meter Off,9,No,,0,Yes
336515,RideShare,Cancelled,0,No,,,
336514,RideShare,Meter Off,4,No,1402105,10,No
336513,Black,Meter Off,0,No,2pbemployee,10,Yes
336512,Cab,Meter Off,0,No,FREEBWIN1,7,Yes
336511,Black,Cancelled,0,No,,,
336510,Discount Cab,Meter Off,1,No,57787,10,Yes
336509,Black,Meter Off,0,No,2pbemployee,10,Yes
336508,Discount Cab,Meter Off,0,No,57613,10,Yes
336507,Discount Cab,Meter Off,30,No,,0,Yes
336506,Discount Cab,Meter Off,13,No,,0,Yes
336505,Discount Cab,Meter Off,1,No,NEWYEARS,10,Yes
336504,Discount Cab,Meter Off,19,No,,0,Yes
336503,Discount Cab,Meter Off,14,No,,0,Yes
336502,Discount Cab,Meter Off,27,No,57771,10,Yes
336501,Discount Cab,Meter Off,40,No,,0,Yes
336500,Discount Cab,Meter Off,25,Yes,HAPPY,17,Yes
336499,Discount Cab,Unable To Match,0,No,,,
336498,Discount Cab,Meter Off,9,No,1401094,10,Yes
336497,Discount Cab,Meter Off,12,No,HAPPY,3,No
336496,Discount Cab,Meter Off,11,No,,0,Yes
336495,Discount Cab,Unable To Auth,0,No,,,
336494,RideShare,Meter Off,34,No,,0,Yes
336493,Discount Cab,Cancelled,10,No,,,
336492,RideShare,Meter Off,12,No,HAPPY,4,Yes
336491,Discount Cab,Meter Off,8,No,ASUINSIDER,20,No
336490,RideShare,Meter Off,21,No,OPEN,10,Yes
336489,Discount Cab,Unable To Auth,0,No,,,
336488,Discount Cab,Meter Off,37,No,DC10,10,No
336487,RideShare,Meter Off,19,No,TTAPP25,6,No
336486,Discount Cab,Unable To Match,0,No,,,
336485,Discount Cab,Unable To Match,0,No,,,
336484,Discount Cab,Cancelled,0,No,,,
336483,Discount Cab,Meter Off,26,No,,0,Yes
336482,Discount Cab,Meter Off,94,No,,0,Yes
336481,RideShare,Meter Off,9,No,,0,Yes
336480,Discount Cab,Meter Off,13,Yes,,0,Yes
336479,RideShare,Unable To Match,0,No,,,
336478,Discount Cab,Meter Off,13,No,,0,Yes
336477,Discount Cab,Meter Off,16,No,,0,Yes
336476,RideShare,Meter Off,9,No,DC10,10,No
336475,Discount Cab,Meter Off,28,No,,0,Yes
336474,Discount Cab,Meter Off,24,No,,0,Yes
336473,Black,Meter Off,0,No,2pbemployee,16,Yes
336472,Discount Cab,Meter Off,6,No,DC10,10,No
336471,Discount Cab,Meter Off,13,No,,0,Yes
336470,Discount Cab,Meter Off,0,Yes,HOLIDAY,20,Yes
336469,Black,Meter Off,0,No,2pbemployee,12,Yes
336468,Discount Cab,Meter Off,9,No,,0,Yes
336467,Discount Cab,Meter Off,33,Yes,,0,Yes
336466,Discount Cab,Unable To Auth,0,No,,,
336465,Discount Cab,Unable To Match,0,No,,,
336464,Discount Cab,Meter Off,22,No,,0,Yes
336463,Black,Meter Off,0,No,FREEBWIN1,72,Yes
336462,RideShare,Meter Off,18,No,,0,Yes
336461,Discount Cab,Meter Off,16,No,,0,Yes
336460,Discount Cab,Meter Off,0,No,PHX20,17,Yes
336459,Discount Cab,Unable To Match,0,No,,,
336458,Discount Cab,Meter Off,10,No,,0,Yes
336457,RideShare,Meter Off,13,No,,0,Yes
336456,RideShare,Meter Off,0,No,57692,7,Yes
336455,Discount Cab,Unable To Match,0,No,,,
336454,Discount Cab,Unable To Match,0,No,,,
336453,Discount Cab,Meter Off,17,No,DCHAPPY,6,Yes
